isbn,similar_books
0609808249,"0446610992,067152044X,0764222511,038079005X,1565548353,1592865089,0446603651,0064402754,0684833778,089471838X"
0609808346,"0312420145,0553576399,0399144587,0316346624,0836218523,0679417796,0140042210,0671024256,1550548913,0060987049"
060980877X,"0446605980,0373835116,0380811790,0312923856,0505524384,1551666693,0061009881,0316038172,0373250398,0373832451"
0609809431,"0446529001,0679755330,1573225487,0811807843,044021873X,0965455572,0440131480,044023476X,0523422377,0875962955"
0609809547,"0330282565,0486424634,3462032208,3492225926,031298376X,0425156028,0061044539,0345374797,3764501782,3548256740"
0609809636,"0671731661,0553575252,0061030201,042517428X,0394575741,0553287397,0380791021,1551668807,0446602566,0312982208"
0609810103,"0312966164,0425195139,0553382411,0747257833,0767912950,0670030651,0062517317,1400051452,0452284295,1853260177"
0613325419,"0613329740,0394755235,0449911683,0060806982,0449220893,0439551234,0140186832,0061044571,1551665891,0679732268"
0613329740,"0613325419,0394755235,0937295078,0449911683,0060806982,1562470752,0449220893,0445408553,0439551234,0440409411"
0618002219,"0618002227,0618002243,0684831171,0425129616,0618002235,0440222028,0060176164,0380811987,0440122961,044021808X"
0618002227,"0618002235,0618002243,0618002219,0380645432,0345421620,0679419616,0553293370,0743223527,0261103288,0812505042"
0618002235,"0618002243,0618002227,0812574966,0385333498,0380645432,0375403736,0553213385,059043280X,0312965788,0684849216"
0618002243,"0618002235,0618002227,0618002219,0440484839,0375403736,0312965788,0451194586,0684852225,0445408553,0399138161"
0618004076,"0679418733,055321263X,0394534433,067086014X,067972768X,0374529035,0020811853,0140430148,0062502727,0671601172"
0618015841,"0486266893,140003339X,3492225926,0061044539,0440122961,044021808X,0449147657,0446613150,3803112133,3462032208"
0618045996,"0312957041,0684863871,0609602330,0451160339,0440977096,0786011890,0451157281,0385492995,1585422118,0963960733"
0618055819,"0140320970,0451190157,0440201330,0517702967,038531258X,0345413881,0449219364,0439064872,8495359537,8483101610"
061810450X,"0553282352,0740728946,0451138775,0060920475,0373250398,0373832451,0452261848,0590996835,0380731207,0688143695"
0618126988,"0671737783,0312926294,0312979487,0671737775,0345441788,0553273906,0345396537,0345296044,0449003302,0380726246"
0618129022,"0590442449,0373835116,0590997297,0441023622,0380811790,0446605980,0590414275,0395345308,0684823780,0525945172"
0618129030,"0515100536,0385495404,3498016709,0440122961,0345374797,044021808X,0425156028,0061044539,0553240455,0553578936"
0618129081,"0142000213,0590997343,0440407079,0590440616,059049418X,0385498233,0875421318,0875420036,0380709171,0590629824"
0618150730,"0152164502,0064406849,0553211021,0441004385,0425173739,0486277860,0441006930,059033123X,0590484672,0064471969"
0618154442,"0312287682,0765345889,0425095576,0804108552,0446353728,0971766711,0345445724,0440204739,0849937809,0375410945"
0618173870,"052594642X,0060972777,0385493002,0684872730,0375507876,0553211412,0380711044,0425098400,0446519006,0375410546"
0618219153,"1841954608,0312267568,0312951469,0375505296,0385488181,067088796X,0743212576,067975833X,0609608339,140004832X"
0618231617,"0765345889,0440204739,0767906543,0553582267,0312287682,157322930X,0425184285,0767901592,0812570219,0141001771"
0618246940,"0671892673,0140096930,0375507124,0618246967,0743457463,0553213113,0140276432,0671726528,0553210599,0375704027"
0618246967,"0345448820,0345433173,0140282777,0553109200,038073186X,0618246940,0465014909,0380730375,0446674168,0380016362"
0618260250,"0743489063,0394854438,0451196864,0843952202,0821763415,0553213296,0449220710,0671873164,0553581503,0671786113"
0618334661,"0385420137,0440215234,0671649728,0380711044,0517576988,0679742581,1573220167,0062508342,1585422762,0553213113"
0618526412,"044661176X,1567187072,0743225422,0767916069,0517593335,0425195457,0446516562,1573223425,0843948507,0446611751"
0664224199,"055356370X,0380792923,0763617229,0446674168,0140620508,0761121102,0684848910,0312858787,0679736654,0679400702"
0670030031,"0679737413,0486272702,0449242773,0553225855,0399133844,0486287769,0156008661,1558532331,0374516812,0671458531"
067003004X,"0743419162,0505524848,0345464982,0505525224,0425195244,0553584219,0843952083,0312977301,0380818965,0449004864"
067003021X,"0425180026,0399147330,0743419162,0060529466,0553584219,0449004864,0843952083,0345464982,0505525224,0505524848"
0670030457,"0440237033,1575668793,0345456521,0066214718,0892967803,0786865644,0060514957,0399149759,0553582259,0380977303"
0670030600,"0843952083,0553584219,0449004864,0060529466,0425195244,0399147330,0505525224,0345464982,0380818965,0505524848"
0670030643,"0670031909,0743243498,0505524848,0425195244,0060529466,0312977301,0449004864,0446604143,0380818965,0743419162"
0670030651,"0312966164,1551669617,0671027069,0451199960,1551669005,0747257833,0385497296,0452279690,0786889047,0671027077"
0670030961,"0590477390,0345435257,0140048898,0590453688,0553211021,0441004385,050552533X,067151914X,0553209671,0679418733"
0670031046,"0670878103,0821752286,0140257934,0380521830,0449244172,0440150167,0142000345,0140265686,0743247752,0670894370"
0670031054,"0892967803,0440237041,0449244172,0380521830,0345360354,0345394380,0760748845,0743247752,0553122509,0345365208"
0670031062,"0316038172,0609610031,0312965737,0140179518,0688152449,0865470545,0671748092,0449911683,0440241812,0679767924"
067003116X,"0394755235,0449911683,0060806982,0449220893,0373218125,0425160394,0312194404,0425195899,0140186832,0061044571"
0670031208,"0670878103,0425161951,0425163997,0425164357,0312989431,0380817187,0380801213,0425162397,0440237041,0425191230"
0670031372,"0312983131,0505525062,1551668939,0425189465,1551668114,1551666928,0743477316,0505524430,0786014474,0843952083"
0670031542,"0312311818,0931674085,0440204399,038072152X,087113795X,0525934251,0393312801,0345350472,0679738568,1400030927"
0670031720,"0449244172,0380521830,0743247752,0345365208,0684813076,0375508546,0440237033,0425115291,0446600547,0399143025"
0670031909,"0373250398,1551667126,0670030643,037348478X,0743243498,0380819732,0821771116,0505525224,0553584219,0446604143"
0670031925,"1594480001,0440208416,0743448189,0767902076,0767906632,0679449329,0767901576,0452283035,0140449124,0140245480"
0670032069,"0380795558,0345385942,0345433106,0451192931,0451181395,0425192768,0061043966,0060512377,0446677477,0451202252"
0670032077,"0440237041,0142000892,0553582259,1575668793,0449244172,0380521830,0345394380,0345360354,0670031054,0758205686"
0670032379,"0804112959,0394563492,3492225926,3764501782,0425156028,0440122961,044021808X,0553578936,3548256740,3803112133"
0670032549,"0399147330,0505524848,0425195244,0312977301,0843952083,1551666588,0505525224,0060529466,0345464982,0553584219"
0670032808,"0440237033,0345456521,1575668793,0892967803,0066214718,0380818965,0345464982,0505524848,0505525224,0060529466"
0670032891,"0345348699,0446604143,1551663058,0445408553,0061056898,0060007192,0393315703,0349103232,0671739182,0590030205"
0670033332,"0446603651,0140287434,0786867787,0440234697,0451192001,0375422188,0767915593,0452284481,044661372X,0380797631"
0670036056,"0380820048,037348478X,0671017144,0679407111,0671632663,0553250728,0425119114,0061097497,0380731215,0152025057"
0670241334,"0394826264,0307020223,0671643983,0440226708,0553298054,0671869094,0312963211,0440156998,0671795678,0451163532"
0670272663,"0452279623,0671823884,1551666219,0440107016,0451821114,0525938532,0670835382,0385182449,0446359408,0670813648"
0670326372,"0441006108,0448089017,0448089033,0804119600,1559029897,0451155068,0425081818,0385470819,0671001701,0441005993"
0670691992,"0671731661,0061030201,0553575252,042517428X,0452261341,0394575741,067081458X,0553287397,0380703122,0380761327"
0670772895,"0394537602,0394582586,0671567713,0525945253,0394534433,0671881884,0684829924,1558538445,0312951469,0375400516"
0670805149,"0679428887,0394755235,0394530152,1853260495,0316171638,0684831171,0804115400,067081976X,0425096343,0140180923"
0670813028,"0670813648,0399133143,0670839531,0670835382,0517565188,0670851086,0451455509,0451821114,0140180923,0525941908"
0670813648,"0399133143,0670835382,0670813028,0446605980,0380811790,0373835116,0380975017,0670272663,038070384X,0061092541"
067081458X,"0399133143,067082982X,0670691992,0446363073,039913039X,038070384X,0671731661,0553575252,042517428X,0061030201"
0670818577,"0590442449,0590997297,0439061644,067081976X,0553292714,0451184742,0451524209,0385335164,0446303011,0449150046"
067081976X,"0590471570,3764501782,0373028768,0345311779,0345374797,0486424634,044021808X,0061044539,0553240455,3548256740"
0670820555,"0140149902,0743421566,0330269828,0061096644,0515092266,0749399570,0553240455,031298376X,0553578936,0312979649"
0670825379,"0375403736,0679755330,0385294166,0671891529,0345346297,0385491115,0440226139,0385491107,0141181230,0312420323"
067082982X,"0670839531,0399133143,067081458X,0670835382,0385199570,0452261341,0670691992,0452267404,0380775832,039913039X"
0670835382,"0670839531,0385199570,0670851086,0399133143,0670855030,067082982X,0684853507,0670858692,0525941908,0451821114"
0670839531,"067082982X,0670835382,0670858692,0670855030,0385199570,0670851086,0670844527,0670868361,0525941908,0452279178"
0670839809,"0316314641,038547024X,0679435549,0394743180,0060920475,0061091618,0452261848,0800783360,0452273404,044991089X"
0670841838,"0804112835,0812534085,0446523089,080411188X,0865714088,0679449329,0449210952,0898154901,0679743650,0590846280"
0670843318,"0786865482,0812502973,0970816308,0345418794,0375701303,0743217713,0380725576,0553258540,0590433466,1558747699"
0670843342,"0553246984,0156005778,0590108417,0553292153,0399149635,0140131671,0590108395,0679445226,0684859475,0553277375"
0670844527,"0670839531,0670851086,0670855030,0515100536,0399133143,0684867621,0060139145,0670858692,067082982X,0446363073"
0670846503,"0385086954,0451821114,0446525685,0300046014,0399133143,0670691992,0670851086,0440202485,0670855030,0385182449"
067084943X,"3498016709,3548256740,3492225926,0345374797,0449004503,0449147657,0345311779,0373028768,0553240455,044021808X"
0670850535,"0380711044,0449123782,0553213113,0140075577,0671643703,0679728228,0060812508,0060920076,0679735259,044912505X"
0670851086,"0670835382,0670839531,0670844527,0452262143,0452279178,0399133143,0307010368,0451821114,0670846503,0446363073"
0670852341,"0446604941,0553250728,0679407111,0671632663,0060392991,078688939X,0449218422,0425070190,0316184152,0804109176"
0670853097,"0446613150,3498016709,0449147657,0449004503,0061044539,0553578936,031298376X,0440122961,0151885338,3492225926"
0670855030,"0670868361,0670839531,0670835382,0670858692,0670844527,067082982X,0670846503,0525941908,0385199570,0670851086"
0670857246,"0553282352,0743240855,0439313899,0671004239,0786888741,0451138775,0937295043,0446529788,0451155068,0446300292"
0670857459,"1573220256,0679457143,0375701044,0060977477,0449910830,0394572343,0802713432,0385335180,006017613X,0399145079"
0670857831,"0445408510,0345327772,0061056014,0892966890,0446603287,0670910236,0446604100,0425173097,0445409169,0446400335"
0670858692,"0670839531,0670868361,0670855030,0684853507,0670835382,0525941908,0452278902,0743211383,0060192356,0670844527"
067086014X,"0373482345,0821752286,0373290861,0385299079,0373709722,0373709862,0345335406,0679418733,0804102511,055321263X"
067086191X,"0821770624,0525938532,0517594994,0553100157,0449244679,0399144048,0451188969,0060176083,0515113514,0525937676"
0670865796,"067167269X,044098324X,0445409029,0446611859,0761104844,0385312202,037322561X,044920703X,0515125024,0060927941"
0670868361,"0670855030,0670858692,0670839531,0684853507,0670835382,0525941908,0452279178,0375504397,0385199570,0452262143"
0670869902,"0590460994,0590460463,0875420281,0394848365,0375500723,0380803682,0440440629,0380817446,0671520962,0312968922"
0670870897,"0425095576,038072099X,0385480539,0446527750,0764225111,0373511876,0515134120,0553102222,0394848365,1551665182"
067087311X,"0804108412,0679454462,0679437037,0060391553,0060163747,0449911659,0446523232,0553571338,0375724389,0451187849"
0670873926,"0060930004,0451208668,1579122175,1570717257,1400061598,0312252803,0452281768,1573221465,1552781542,0375410546"
0670878073,"0061008109,0425050017,0671556657,044020254X,0553253360,0553142003,0553561367,0671799312,0671775391,0449000877"
0670878103,"0842329110,0380817446,0842332359,0670894370,0670031046,0670031208,0842329161,0842332340,0880381736,084232920X"
0670878812,"0553106678,0446519901,0515117153,0440173507,067972267X,0373262361,0525945415,0449211827,0553571729,0804109176"
0670878847,"0515122858,0061042781,0671027077,0312959249,0515120626,0553109944,0871139081,0671027514,0743403622,0671704591"
0670880728,"038070952X,0060183713,0446519723,0425179605,0767913000,0312187106,0451203070,0553096834,0451410904,0448089033"
067088300X,"042510429X,0375501959,0446605980,0380811790,0440402913,0373835116,0425152901,0671632663,1402718373,0553250728"
0670887315,"0395859972,068484270X,0590996835,0380711044,0679416730,0965036022,0679414614,0671748092,0380729768,0671733354"
0670887579,"0446344109,006092411X,0385494785,0140075623,0385315082,0767902041,0670891770,1573220825,0571197639,0061096962"
067088796X,"0151005672,0679432965,0312267568,0618219153,0312951469,0375505296,0385488181,0375401156,0449205193,0609608339"
0670888702,"0486284727,0671025708,3764501782,3498016709,3462032208,0061044539,0553240455,0449147657,0345311779,0345374797"
0670889210,"0451408845,0671732277,0671020951,0380793334,0553801309,044652767X,0515099546,0140132708,0515120278,0812532570"
0670891568,"0688065708,0688065716,1565121570,0671891685,0805047379,034068948X,0743205049,0345451260,0312252943,0061095540"
0670891576,"0679728228,3492225926,0151885338,3803112133,0553578936,0553240455,031298376X,3462032208,3764501782,3548256740"
0670891770,"0060165987,0380730219,0439135508,0061098019,1931686408,0440221463,0553380966,074325547X,0060394447,0425132625"
0670892084,"0553296892,0345401123,1551660520,0553244949,0373250363,0345379365,0684867486,0671023373,0894803700,0860917886"
0670892742,"0425095576,067144977X,0380711044,0684846640,0373511876,0515134120,1573221465,0821769251,0394848365,1551665182"
0670892963,"0060183713,0312187106,0812577701,0451196864,038081563X,0553581503,0446519723,0446603651,0590471570,0140176640"
0670894184,"037322561X,1576730360,0385294166,044095777X,068815090X,0743424107,0670031720,0812580133,0373225628,0553562703"
0670894370,"0670878103,0553135457,0312970633,0060929952,0312960743,0312963815,034531221X,0425151891,0670031046,0842329110"
0670894494,"0679450009,0743444329,0140180923,0805060200,1401201369,0425117391,0020442009,0446321095,0020442505,0553579908"
0670894508,"0373290306,0061041998,044922368X,0380790033,0451150244,0373201346,1573222348,0345434781,0821756389,0440213355"
0670894605,"0312928408,1551667215,0609605925,0671465430,0452281202,0380817160,0399149368,0671643983,078686818X,0525460543"
0670894699,"0553581716,0743400828,0451410742,031298376X,3764501782,3498016709,0345374797,0486424634,0151885338,3803112133"
0670894710,"0670031372,0446530220,0380775832,0843952083,0425195244,1551666588,0505525224,0380818965,0449004864,0345464982"
0670894885,"1853260630,1853260320,0841914060,0140259198,0871138743,0770422470,0140622306,0349109435,0963270702,0140324623"
0670896764,"0156445441,3462032208,0061044539,0425156028,0446613150,0486424634,0449004503,0440122961,044021808X,3764501782"
0670899771,"0743240855,0060229357,0448095041,0448095068,0312287712,006000942X,044809505X,0448095025,0446524565,0385491034"
067091021X,"0671465430,0671643983,0312928408,0894801406,0373028768,0345311779,0486424634,3548256740,3492225926,3764501782"
0670910236,"0670857831,0399147330,0425195244,0060529466,1551666588,0505525224,0449004864,0553584219,0312977301,0380818965"
0671000306,"067179065X,0743489063,0553246070,0394854438,044922287X,0373152655,0451196864,0843952202,0440171970,0821763415"
0671000314,"0671671138,0060192356,0394564324,0312963815,0553258990,0446603961,0671519816,0449210928,0373225350,0345272552"
067100042X,"0590847732,0425152235,0449223442,0671643983,0446357405,0446353728,0425116018,0446607401,0451200284,1575663708"
0671000853,"0380819171,0778320197,0446613150,3462032208,3803112133,3492225926,0330282565,0373028768,0425156028,0553578936"
0671001132,"0451203267,0671769200,0307020460,0451166604,0373706863,0812571789,0061008117,0451197860,0373483112,0373764677"
0671001167,"0553290614,0312902026,0671792814,0060925493,0060931280,0140177361,0425174344,0060956860,0152047379,0451155068"
0671001701,"0671739786,0671731661,0553575252,042517428X,0061030201,0394575741,0590847740,0553287397,0373707118,0553289322"
0671001795,"0312966091,0312966970,0312971346,0312990456,0312976275,0061009059,0312980140,0312265867,0312983867,0671010123"
0671001809,"0553260944,0671026682,055320663X,0553276328,0553204769,0425142078,0425163415,0373708726,0679813438,0425152367"
0671002031,"0671742566,0385501404,0671870998,0553571591,0671014218,0449219283,0385319576,0345447859,0670031720,0312252943"
0671002384,"0671014633,0671032585,0671568310,0671501070,0671019155,0671794264,0345428692,0515114049,0671701304,0425166422"
0671002481,"0451208617,0515106070,0515130117,0345443381,0380795833,0061000078,0312977433,0440111811,0449245101,0060176156"
0671002538,"0449207463,0812583418,0743442539,0440211921,0312984618,0449217426,0380713608,0804111332,0345417186,0446327069"
0671002783,"3492225926,3764501782,3803112133,3548256740,0373028768,0449004503,3498016709,0486424634,0345374797,0553578936"
0671003119,"0425133559,0679449434,0451177029,0671795937,0380786680,0671016776,0451193261,0743437993,052594639X,0449149900"
067100316X,"0451112601,0486268772,0446342963,0553290983,0451409183,0486264734,0385313136,0886778441,0553117084,0590427717"
0671003348,"0671737805,0671744208,0671010085,0380812029,0671870963,0671778684,0380776847,0380812010,0380791021,0553563343"
0671003356,"0553571591,0671870955,0553293176,0553571907,0553565060,0804108552,0671034014,155166951X,0553289322,0671778730"
0671003364,"0380812029,0380815583,0380800829,0380820846,0380794489,0671778684,0380791021,1551664968,0380812010,0380815575"
0671003461,"0525938532,0517594994,0671747967,0671792369,0399144048,0525937676,039913879X,0804105278,0385334702,0060393211"
0671003518,"0671778730,0671036564,0671739778,0671739751,0380755157,0671744607,0373288964,0553293176,0553293168,0671003348"
0671003593,"0671744607,0373226799,0671744585,0451402626,0671744577,067168972X,0380975343,067173976X,0515114499,0380757478"
0671003682,"0425095576,0590997343,0553569376,0812577701,0590440616,059049418X,0060169281,0553212141,0373511876,0590629824"
0671003739,"0875962955,0394865707,0060097825,0060924845,0061044636,0671545256,0064430170,0446671444,0671899333,0871138190"
0671003755,"0449215946,0425050017,0440132789,0670865796,0449912752,0345442741,0684827107,0440210178,0446529001,0804109826"
0671003941,"0812522133,0440206685,0451404238,0345309049,0786814934,0446608270,0449148718,0449909549,0671528904,0192815970"
067100400X,"0380791021,0671737554,0425171078,1551668807,0553575252,042517428X,0671731661,0061030201,051511801X,0394575741"
0671004107,"0393301583,0553211439,059043280X,0316852570,0671632663,0590477439,0679407111,0553250728,0156004801,0671707957"
0671004123,"1551666170,0380789345,1551664704,0671737805,0380806312,0373483570,0380780755,0380789337,0380794578,1551665395"
0671004239,"3492225926,3764501782,3803112133,0449004503,0440122961,3498016709,0553240455,0345311779,0312979649,031298376X"
0671004271,"0373290306,0821756389,0060806982,0394536746,006018650X,0385315066,0345373294,0440121353,0061041998,0425087832"
0671004395,"0553208225,0449209164,0553574132,0553297996,0440166462,0590494473,0671684876,0553295780,0553564684,0446356190"
0671004530,"0440200989,0380764008,0590568892,0671004549,0553208799,0689808828,0671014919,0743439740,0345319958,0394551540"
0671004549,"0671701231,0671004573,0671758896,0671888587,0440200989,0671867113,0590568892,0380718413,0671793489,0553208799"
0671004565,"0875961517,0812571789,0590568892,0061008117,0446607401,0671025589,0671673688,0451401492,0671724851,0586026193"
0671004573,"0671004549,0671014919,0743212002,0671528203,0671867156,0671701231,0671025708,0553208799,0671673688,0684832291"
067100669X,"0446604941,0553259172,0671795937,0786863137,0375700129,034543241X,0440226457,0804109176,0425105679,0743202961"
0671007610,"067100767X,0671007696,0671534726,0671534742,0671039903,0671039830,0671729497,0671534734,0671873199,0671873202"
0671007637,"0671020307,0671020323,1551661640,0671020293,0425095576,0671028030,0385316348,0684845768,038531437X,0440204798"
067100767X,"0671007610,0671007696,0671873202,0671039830,0671729462,0671534726,0671729497,0671873199,0671534742,0671039857"
0671007696,"0671039830,067100767X,0671039857,0671873202,0671534726,0671007610,0671729497,0671873199,0671534742,0671873210"
0671007718,"0446607401,0671020315,074342347X,0671039857,1558746986,0446303011,0553571915,0440435072,0671007696,067100767X"
0671008978,"1551663058,0380723085,0380811812,0425095576,1558744215,0786869054,0375413278,0425179605,1853261912,0821733621"
0671009443,"0679407111,0671632663,0553250728,0449218422,0425070190,0316184152,1551664976,193072229X,006109692X,0553136283"
0671010085,"0671010093,0671010107,0553295349,0671003348,0671670069,0671737805,0380776839,0380776847,051509160X,0671778684"
0671010093,"0671010107,0671010085,0380806312,0380776847,0515131105,1551666308,0671702513,0671742566,0671670069,0380776839"
0671010107,"0671010093,0380806312,0671010085,0671702513,0671670069,0671737805,0671742566,0380780755,0380789345,0380812010"
0671010115,"0425139808,0380789604,0451195167,1573247022,0553582933,0671749609,0671019929,0385319444,0486268756,0553581929"
0671010123,"0451184734,0446607401,0141303522,0671899619,3803112133,3548256740,3492225926,3498016709,0312979649,3764501782"
0671011367,"0440222028,0671028367,0449003302,0330253565,0786889446,0440151414,0380726246,0312287682,0446346802,0446353728"
0671011375,"0778320111,0446604941,0425161951,0425105679,0449908100,0553256920,0743444477,0553561278,1551667940,1575667215"
0671013750,"0451197860,0312959249,0373764677,0373272243,0373272308,0373835817,0345332687,0373441614,0307020460,0451198476"
0671013777,"0671041460,0394823249,0671690574,0786013109,044021288X,0590629719,0064440028,0394829204,078601475X,0394800303"
0671013955,"0671013971,067101398X,0671020374,0671013963,0786705337,0671792369,0671020366,0425132153,0451162331,0345272595"
0671013963,"067101398X,0671013971,0671020374,0671020366,0671883429,0671032550,0345428692,0515114049,0671891510,0671013955"
0671013971,"067101398X,0671013963,0671020374,0671020366,0671013955,0671883429,0671891510,0061044539,0449147657,0373028768"
067101398X,"0671013971,0671013963,0671020374,0671020366,0671883429,0486424634,0312979649,0151885338,3462032208,3498016709"
067101417X,"0671743791,0440161061,0380755157,0743410181,044020271X,0440206529,0671739743,0671739751,1551665891,0671891081"
0671014188,"0061087122,037329087X,0373245645,0373196342,0380810492,0553157248,0373239963,0446601853,0385318804,3492225926"
0671014196,"0821772341,0380755157,0061097306,067101417X,0671739794,0449213145,0486424634,0399144471,3803112133,3764501782"
067101420X,"0451205804,0743477081,0345453808,1551667959,0821771477,0312982208,1551660342,0553289322,0515084891,0373250398"
0671014218,"0345453808,0380819171,0515084891,0743437128,0425189058,0553583085,0312982208,0821771477,1551667150,1551664968"
0671014420,"0440106478,042511273X,038081904X,0515117153,0553581295,0440173507,1551665514,067972267X,0373262361,0449219623"
0671014633,"0671032585,0671002384,0671568310,0671032550,0671501070,0671019155,0671794264,0345428692,0515114049,0671701304"
067101465X,"950491036X,8845205118,8817125539,8807813025,8806143042,8495618605,849550152X,8495501198,8495501090,8495359537"
0671014919,"0451177037,0671004573,0590568892,1551664364,0743212002,0451184734,0451148029,0671867156,0446607401,0141303522"
0671014935,"0671019554,0345370066,0440961327,0064403823,0805056084,0440409233,0671745530,0590213113,0316058432,0425162613"
0671015141,"0312979487,0312311354,0375414290,0425108589,0553571737,0451191706,0553273299,0743444477,051513306X,0345404793"
0671015176,"0373835353,037376474X,0312968523,0553581481,0380819570,0373217242,0440208270,0380896389,0373244223,0451203623"
0671015206,"1565075722,0446353337,0380709171,0394571029,0451210816,0553379658,0060558199,067974388X,1401351964,0679434046"
0671015311,"0345272552,067101532X,0380729865,0449217124,0312963130,0449206874,0061015628,0380713284,0312968973,0312968302"
067101532X,"0671015311,034536998X,0061015628,0312968973,0765340054,0553574892,0879978570,0449217124,0380802457,0671578057"
0671015575,"0590568892,0446607401,0446604941,0671891529,0811816753,0553571915,0671046160,0807593664,0821761730,0671888587"
0671015648,"0375701303,0970816308,0517565188,0743217713,052594642X,0060972777,0373028768,0151885338,031298376X,0312979649"
0671015842,"3498016709,3462032208,0449004503,0446613150,0440122961,0061044539,044021808X,0425156028,0312979649,0486424634"
0671016652,"1551665042,0743428706,081296814X,0446608114,0525946969,0804113343,0312965737,0553291009,1558744606,1551668785"
067101675X,"068815090X,0061097624,0553241478,0553089196,0399145850,042517638X,0451159497,068484270X,0671019929,0786889837"
0671016768,"1551668343,0345362667,0786012374,0425119114,0553240307,0312978707,0425137945,0425062856,0515123447,0515104191"
0671016776,"0671003119,0451177029,0380786680,0684857278,0679449434,0425188132,0425182142,0451193261,0312977433,0446354872"
0671016784,"0140180923,0425117391,0446321095,0671792369,0451159098,0448089017,0671795937,0345434226,0843950315,0451458923"
0671016792,"0425095576,0373511876,0515134120,0440226139,0060178221,0394848365,1551665182,1572971835,068485029X,059056885X"
0671017047,"0553259172,044022442X,0553574965,0684810484,0821761730,0452284406,038081403X,0440223237,0385312431,0553582704"
0671017063,"0804109176,0451197860,0373764677,0373272308,0373272243,0812579046,0446604941,0439104661,0515117153,0373835817"
0671017128,"0590568892,0671017144,067103930X,0671891529,0811816753,0425119114,0590934252,0394826264,0061097497,0590582895"
0671017136,"0440122961,0345311779,031298376X,0312979649,0553240455,0373028768,0486424634,0061044539,0553578936,044021808X"
0671017144,"0425119114,0061097497,0380731215,0671041649,0670036056,0884042847,0380820048,0060191058,0441010296,0394556968"
0671017152,"0312966164,0671017136,0425104273,0553285653,0747257833,0679721746,0671637185,0060163976,0312969937,0843948574"
0671017225,"0671690558,0486278026,0671872648,0671690574,0843950757,0671690566,0671745115,0671872664,0671745093,0812550390"
0671019155,"0671014633,0671032585,0671002384,0671520962,0671568310,0671501070,0312155859,0671794264,0345428692,0843951818"
0671019163,"0671520474,0440917190,0061054240,044040665X,042506803X,0449001954,0425091805,0671744666,0440957761,0684813467"
067101921X,"0451526716,0812533593,031286583X,0446362662,0553213024,0394726251,055321246X,0671032585,0140444254,0385418868"
0671019414,"0671780387,0553133160,044011408X,0380790912,0060168382,0821766139,0345391330,038080736X,0553576232,0671416359"
0671019546,"0399149295,038077030X,0786888083,0679435549,0399145362,037570731X,0060008725,0399148787,0312276885,0345450736"
0671019554,"0671014935,0805056084,0743223543,0451458311,0380797399,0345433262,0671010123,055357468X,0060534044,0743233476"
0671019716,"1551667339,0373706847,0449207439,0449222586,0380818760,0553575066,1551669587,0373483287,0671568841,0373226411"
0671019740,"0373290098,0671778730,0373270917,1551665743,0671036564,0373288964,0671799371,0671034413,0375505148,0373098537"
0671019759,"0671778730,0671036564,1551661586,0671521500,0451147715,0671516922,0671778714,0440211476,0373288964,155166903X"
0671019880,"0821759973,1551665050,0061094617,0380790890,0553576437,0821758179,0515091383,0446605891,0373483317,037322365X"
0671019929,"0553293605,0380781441,0449214362,0449217280,0812509145,0553297422,042515517X,0515126497,0345358031,0380731215"
0671020293,"0671020307,0671020323,0671020315,0007106572,0373226780,0671028030,0671028014,0671028022,0590442562,0671007637"
0671020307,"0671020323,0671020293,0671028022,0671028014,0671007637,0671873164,0671028030,067100767X,0440925592,1551661640"
0671020315,"0671020293,0446607401,0671534734,074341134X,0553571915,1551665352,0671039857,0671020307,0821761730,0671007696"
0671020323,"0671020307,0671020293,0671028022,0671028014,0671007637,0671873164,0440925592,1551661640,0671873172,038531437X"
0671020366,"0671020374,067101398X,0671013971,0671013963,0671883429,0440221048,3462032208,0061044539,0373028768,3548256740"
0671020374,"0671020366,067101398X,0671013971,0671013963,0671883429,0671013955,0440221048,0312979649,0449004503,0446613150"
0671020641,"0671792822,0440130999,0553138286,0446301302,0671040588,0449131904,0345453743,0679737898,1400077826,0446362921"
0671020943,"0786016418,0671036645,0061099473,0812590449,0671898493,0743424107,0671729403,0515122858,0061042781,0451192583"
0671020951,"0451408845,0451183908,0451192583,0671024582,0786016418,0743216342,0451192257,078601489X,0446357170,1551661519"
067102096X,"0671036645,0786012374,0440122961,044021808X,0425156028,3462032208,0061044539,3492225926,3803112133,3498016709"
0671021001,"0399142495,0395866502,0060987561,0679437037,0060965819,0425095576,0972172335,0375403736,067151699X,1573225126"
0671021338,"0062554182,189939835X,0743435338,1551667010,0062554468,0671689231,0553287532,0671729446,1551668246,0140265988"
0671021346,"0140432264,0345441435,0448095033,0345440951,0671021338,0671026291,0671026283,0671017144,0671026275,0451167317"
0671021354,"0671026283,0684857278,0446354872,0671039296,0671745077,0671039199,0671026356,0449222489,0812524012,0671690582"
0671021362,"067103930X,0590477439,0451194586,0399138161,0380645432,0590466178,0671017136,0688127169,0425158608,0812507738"
067102177X,"0373028768,3492225926,0440122961,0345311779,0449004503,0449147657,0061044539,0345374797,0330282565,0446613150"
0671023187,"0425190919,0425182142,0515104191,0440150795,0671047345,0553025007,0671023209,0425180050,0425182673,0743446526"
0671023209,"0451405919,0515130524,0440150795,0515104191,0553025007,0671023187,0380720248,0670030651,0671047345,0061093920"
