user_id,location,age,age_group,cluster_id,collaborative_cluster_recommendation,demographic_recommendation,geographic_recommendation
259114,"modesto, california, usa",55.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0060173289', '0060652926', '0060973897', '0141301155', '0312113420', '0345320115', '0374525641', '0440211727', '0440901588', '044098761X']"
259118,"philadelphia, pennsylvania, usa",34.0,Young Adult,21,"['0060163747', '0060256656', '0060256672', '0060256737', '0060900075', '0060928360', '0060965819', '0060972009', '0061053716', '0061093653']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0061091316', '0156006219', '019282760X', '0312202318', '0312979533', '0316602906', '0316779237', '0345452534', '0375400117', '0375406182']"
259155,"paris, ile de france, france",25.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['2070408507', '2290308285', '0140143505', '0140386335', '0345342968', '0393310396', '0440435749', '0553212621', '0894808249', '2253149101']"
259205,"magdeburg, sachsen-anhalt, germany",24.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['3453071174', '3453127013', '3453061187', '0385497466', '0440224764', '0440225701']"
259208,"manila, none, philippines",18.0,Teenager,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '059035342X', '043935806X', '0439136369', '0439064872', '0439139597', '0446310786', '0439064864', '0439136350', '0446608955']","['0060955775', '0060977264', '0345339681', '0380819368']"
259223,"twin falls, idaho, idaho, usa",82.0,Senior,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['0449203794', '0425126455', '0440234743', '0553227750', '0553234811', '0553260960', '0553289411', '0449244741', '0971880107']"
259234,"seattle, washington, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0345423402', '0020199600', '0060175966', '0060921056', '006092988X', '0064440508', '0064462080', '0140049975', '0140089225', '014044100X']"
259249,"hendersonville, north carolina, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0020418809', '0060198133', '0140440100', '0380506092', '0393307069', '0394800184', '0395859972', '0553347756', '0684717603', '0688163165']"
259258,"roberts, montana, usa",32.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0316969443', '0446605239', '0385504209', '1556610661', '0385472943', '0440214041', '044651652X', '0446601241', '0553382179', '1579546463']"
259259,"woodruff, south carolina, usa",30.0,Young Adult,2,"['0044409494', '0060199652', '0060248025', '0060256656', '0060263857', '0060504072', '0060558121', '0060931809', '0060934719', '0061093084']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0316666343', '0345313860', '0345337662', '0345351525', '0345384466', '034538475X', '0345404319', '1880418568', '0316096199', '0345397819']"
259260,"fair haven, michigan, usa",56.0,Senior,7,"['0020199600', '0020442300', '0060001453', '006001203X', '0060090375', '0060090383', '0060234814', '0060519134', '0060801115', '0060808934']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['0142001740', '0061009059', '0312989393', '0345382293', '0380800608', '0425179184', '0446611239', '0515122408', '0515127396', '055356773X']"
259264,"molalla, ,",45.0,Middle-aged,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['044651652X', '0451126505', '002542730X', '0028604202', '0060391677', '038072152X', '0871134799', '0060987561', '0142000205', '0312144075']"
259265,"okanogan, washington, usa",,Unknown,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060921145', '0140293248', '0440222656', '0316781142', '0446606812', '0671036505']"
259279,"flushing, new york, usa",26.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0064405036', '0064405044', '0375502947', '0894805770', '039480001X', '0394839129', '0505523728', '0553561375', '0849911788', '0060182687']"
259286,"cebu city, cebu, philippines",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0152012397', '044022442X', '055327418X', '0553288202', '0061091995', '0425164829', '0441102670', '0441478123', '0451160525', '0451163524']"
259288,"kingsport, tennessee, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0380789019', '0517556278', '0886776430', '0446519960', '0553250531', '0590981811', '0671880314', '0786868716', '0060935464', '042513024X']"
259305,"fallon, nevada, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0345409051', '0380731851', '0440211263', '0679753834', '0380805596', '0449911519', '0805061835', '1400034779', '0060198133', '0061099341']"
259312,"missouri city, texas, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0380778556', '0804115761', '0446343455', '0671025694', '080213825X']"
259316,"gouda, zuid-holland, netherlands",31.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['1400032717', '184195425X', '3257228007', '0345465083', '0971880107', '3442453305']"
259320,"foster city, california, usa",41.0,Middle-aged,18,"['0020868308', '006017773X', '0060188731', '0060508302', '0060512822', '0060514930', '0060557257', '0060916508', '0060924845', '0060932813']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0451153553', '0688177867', '0446602450', '0446603716', '0446604801', '0446606189', '0451180054', '0553273914', '0345342569', '0345380371']"
259367,"london, n/a, united kingdom",25.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0312924585', '0140234217', '0316776963', '0446601241', '0330351923', '0571135390', '0684195976', '1860461670', '014028009X', '0747255504']"
259371,"new york, new york, usa",22.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0451526996', '002411510X', '0044409494', '0060392452', '0060921056', '006092988X', '0060930187', '0060931418', '0060931671', '0060974990']"
259378,"winthrop, western australia, australia",46.0,Middle-aged,21,"['0060163747', '0060256656', '0060256672', '0060256737', '0060900075', '0060928360', '0060965819', '0060972009', '0061053716', '0061093653']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0679751521', '0060185708', '0140431209', '0312966091', '0345430581', '0446603589', '0446610038', '0765303817', '0767902521', '0316666343']"
259379,"baton rouge, louisiana, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0553268880', '0590409182', '0140072748', '0140083871', '014023313X', '0312195516', '0345332636', '0345348036', '0345380371', '0380506092']"
259380,"blue springs, missouri, usa",,Unknown,13,"['0060005424', '0060007575', '006008460X', '0060169281', '006018650X', '0060539860', '0060914653', '0060935464', '0061000175', '0061013145']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0345297709', '0345339681', '0440174643', '0345313216', '0553561375', '0688042171', '0812555112', '0061099368', '0345345991', '044023722X']"
259388,"oakland, california, usa",,Unknown,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060964049', '0140345353', '0312194390', '0316777722', '0374516812', '0375707425', '0385484518', '0446310786', '0451169514', '0452274427']"
259400,"douglasville, georgia, usa",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0440225825', '0451208765', '0451451430', '0451456718', '0451456734', '0451458508', '0525945210', '0553256696', '055327211X', '0553292455']"
259430,"mission, texas, usa",24.0,Young Adult,24,"['0060173289', '0060185074', '0060256737', '0060392991', '0060512822', '0060809779', '0060812508', '0060923288', '0060924799', '0060924845']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0385720955', '0142001430', '0345449347', '0375726403', '0451188454', '006000438X', '0312282990', '0345386108', '014028009X', '0316601950']"
259479,"truckee, california, usa",43.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0375501347', '0060932759', '0061020710', '0345449835', '0451207947', '0684874350', '0060915544', '014023313X', '0142000221', '0375501959']"
259488,"san diego, california, usa",27.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0446523569', '0446671002', '0786868716', '0020518706', '002542730X', '0060809833', '0060914653', '0061097667', '0064401510', '0140282033']"
259495,"fort myers,, florida, usa",48.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['014025448X', '044900371X', '0553210793']"
259501,"yorkville, illinois, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']",['0345435257']
259542,"cary, north carolina, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060916508', '0060931809', '0061092533', '0064472272', '0066236568', '0345348109', '0439425220', '0440212561', '0441172717', '0446527165']"
259543,"south san francisco, california, usa",,Unknown,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0345443284', '0671034006', '0440234743', '0446525537', '0671036505', '068484267X', '0842335684']"
259550,"lovettsville, virginia, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0345335287', '0345422589', '0345317580', '0345362276']"
259565,"lancaster, california, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060935464', '0142000663', '0345396812', '006092988X', '0156028778', '0312305060', '0316168688', '038542471X', '0671021001', '1551667002']"
259620,"san antonio, texas, usa",46.0,Middle-aged,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0440214041', '0060199652', '0060391626', '0060392991', '0060921056', '0064400050', '0064401871', '0140042520', '0140177396', '0140250913']"
259622,"houston, texas, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0312099045', '0439139600', '1888054557', '0805063897', '006000438X', '0060198702', '0060391839', '0060514949', '0060916508', '0060929596']"
259625,"meridian, texas, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['059043411X', '0679813438', '0679824111', '0061009059', '0064400018', '0064401324', '006440630X', '0064407667', '0064407675', '0064471047']"
259626,"austin, texas, usa",2.0,Teenager,14,"['0002251760', '0044409494', '0060008024', '0060099089', '0060248025', '0060256672', '0060562250', '0061093327', '0064440044', '0140042520']","['0971880107', '059035342X', '043935806X', '0439136369', '0439064872', '0439139597', '0446310786', '0439064864', '0439136350', '0446608955']","['0345339681', '0380720191', '0553574574', '0385335482', '0060085452', '0060096195', '0060199652', '0060921056', '0062502182', '0064401480']"
259628,"baytown, texas, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0345404114', '0451205421', '0553265741', '0345439104', '0373250150', '0380820889', '0425172996', '0451201256', '0671758721', '0140042407']"
259629,"carrollton, texas, usa",51.0,Middle-aged,26,"['0020868308', '0060504072', '0061008109', '0061020400', '0061020702', '0061059056', '006108199X', '0061091715', '0061093580', '0061097632']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0312924585', '0345384466', '0425122123', '0440164842', '044022473X', '0449002632', '0451165209', '0452284406', '155166738X', '1558531025']"
259660,"bilbao, vizcaya, spain",21.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0836218221', '8433969978', '0439064864', '0451169522', '8423310353', '014038572X', '0060951303', '0345432479', '0374172897', '0451160444']"
259711,"san antonio, texas, usa",16.0,Teenager,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '059035342X', '043935806X', '0439136369', '0439064872', '0439139597', '0446310786', '0439064864', '0439136350', '0446608955']","['0440214041', '0060199652', '0060391626', '0060392991', '0060921056', '0064400050', '0064401871', '0140042520', '0140177396', '0140250913']"
259734,"hillsboro, oregon, usa",29.0,Young Adult,6,"['0007154615', '0044409494', '0060097469', '0060256672', '0060256737', '0060392991', '0060652934', '0060809248', '0060922249', '0060927240']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['015602943X', '0345348036', '0385491085', '0385721676', '0441003257', '0446310786', '0452284449', '0061020680', '0142001805', '0399145079']"
259745,"campbell river, british columbia, canada",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0425163407', '0451181379', '0373484410', '0446525502', '0671867318', '0142000205', '0060176806', '006109921X', '0316693251', '0345443284']"
259757,"roswell, georgia, usa",25.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['006019491X', '0060391626', '0316735736', '0425162443', '0452284449', '0743227441', '0880389206', '0060931418', '0060987529', '0061020613']"
259764,"san bernardino, california, usa",28.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0140042393', '0380002450', '039913039X', '0440998050', '0446310786', '0553212451', '0553268945', '0553271644', '0553274066', '0553346148']"
259768,"houston, texas, usa",31.0,Young Adult,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0312099045', '0439139600', '1888054557', '0805063897', '006000438X', '0060198702', '0060391839', '0060514949', '0060916508', '0060929596']"
259793,"flint, michigan, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0671623249', '0671868713', '1551668866', '0373825013', '0373825021', '0373825064', '0671666274', '0373825056', '0316666343', '0345370740']"
259800,"bremen, bremen, germany",25.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['3442424623', '3442433495', '3423204206', '3442092981', '3499224615', '0449219364', '3404129660', '3442421357', '3404131215', '3404920481']"
259829,"madison, wisconsin, usa",44.0,Middle-aged,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0060392452', '0060549270', '0375713344', '0380813815', '0440219078', '0440505712', '0440507162', '0446520802', '0451411137', '0679430946']"
259898,"lakewood, washington, usa",16.0,Teenager,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '059035342X', '043935806X', '0439136369', '0439064872', '0439139597', '0446310786', '0439064864', '0439136350', '0446608955']","['0380698714', '0060915544', '0316910333', '0345447867', '0380718340', '0425147622', '0425154092', '0446530891', '0670894605', '0671011367']"
259901,"thompson, manitoba, canada",,Unknown,11,"['0060191058', '0060256672', '0060812494', '0060923288', '0060924799', '0060931396', '0060953020', '0061031011', '0061059064', '0064400565']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0140434259', '0140622063', '0345339703', '0345339738', '0441172717', '0441328008', '0448060191', '0451126661', '0451166582', '0451194861']"
259930,"miami, florida, usa",25.0,Young Adult,6,"['0007154615', '0044409494', '0060097469', '0060256672', '0060256737', '0060392991', '0060652934', '0060809248', '0060922249', '0060927240']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060929790', '0060090367', '0060163976', '0060924845', '0060964049', '0061020648', '0064430170', '0140088393', '0140298479', '014038572X']"
260067,"deforest, wisconsin, usa",32.0,Young Adult,5,"['0020198817', '0060188731', '0060198702', '0060234814', '0060254920', '0060256656', '0060294671', '0060932813', '0060977027', '0060977035']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0140042210', '0380720191', '0441117732', '1559029838', '0345260791', '0439064872', '059035342X', '0345313860', '0451153553', '0452269571']"
260093,"peoria, illinois, usa",19.0,Teenager,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '059035342X', '043935806X', '0439136369', '0439064872', '0439139597', '0446310786', '0439064864', '0439136350', '0446608955']","['0345368932', '0345368991', '0345416880', '0345424603', '0345428692', '0345465083', '0439064872', '0439139600', '0671017063', '0671019155']"
260099,"lexington, kentucky, usa",34.0,Young Adult,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0451524934', '0060809833', '0060929804', '0140043128', '0140242058', '0140254544', '0140265686', '0140270590', '0310205719', '0312867875']"
260102,"newnan, georgia, usa",32.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0156027321', '0312265867', '0060529709', '0060987103', '0312282990', '0440236738', '0060008032', '0141000198', '0385335482', '044900256X']"
260108,"monmouth junction, new jersey, usa",,Unknown,21,"['0060163747', '0060256656', '0060256672', '0060256737', '0060900075', '0060928360', '0060965819', '0060972009', '0061053716', '0061093653']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['000649840X', '080411188X', '0804112835', '0812534085', '0865714088', '0449210952', '0375707972', '0670841838', '0786890371', '0140244824']"
260183,"st catharines, ontario, canada",25.0,Young Adult,2,"['0044409494', '0060199652', '0060248025', '0060256656', '0060263857', '0060504072', '0060558121', '0060931809', '0060934719', '0061093084']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0044409494', '0060558121', '0312925883', '0330267388', '0441005489', '044651862X', '0451163966', '0553208845', '0689817851', '006096975X']"
260202,"london, n/a, united kingdom",,Unknown,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0312924585', '0140234217', '0316776963', '0446601241', '0330351923', '0571135390', '0684195976', '1860461670', '014028009X', '0747255504']"
260217,"wenatchee, washington, usa",45.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['1580628362', '0062548662', '038531700X', '037570504X', '0375727345', '0446691798', '0684867621', '0767906632']"
260239,"tutzing, bayern, germany",41.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']",['3499226375']
260316,"penticton, british columbia, canada",,Unknown,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060199652', '0345257189', '0345305507', '0345316991', '0451169530', '006017613X', '0060987561', '0373484003', '0385505833', '0821769278']"
260324,"goteborg, n/a, sweden",31.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0446609838', '0312890044', '015216250X', '0380788691', '038081658X']"
260363,"albany, georgia, usa",31.0,Young Adult,22,"['0060096195', '0060156732', '0060256672', '0060517212', '0060617519', '0060958022', '0060987561', '0061012351', '0061030651', '0061031445']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0312265867', '0312966970', '0312971346', '0312976275', '0312980140', '0671001795', '0684196395', '0684822652']"
260364,"chesapeake, virginia, usa",31.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0316155306', '0066214769', '0316969443', '0345452550', '0345452577', '0374525641', '0375821813', '0380710218', '0385336454', '0385510438']"
